,JID,Abstract,New_item,New_clause,cat
306,"TYDV,109,婚,185,20201130,1",原告主張：被告為泰國人民，兩造前於104年在泰國結婚，嗣於105年向我國辦理結婚登記，被告入境臺灣與原告共同生活。而被告來台拿到第二次居留證後其個性都變了，除不讓伊和朋友見面還會喝酒和伊吵架。被告一個禮拜喝酒三至四次，這種情形持續快兩年，被告也曾因酒駕遭罰錢，卻要求伊幫忙支付，伊付不出來被告就要求伊去銀行幫其借錢繳納，然遭伊拒絕，被告就一直罵伊，回來吵鬧、摔東西，並對伊嚇稱：「如果要死就一起死，也不會讓你過得很好」等語，致伊受到驚嚇，當天伊就離開家去朋友家住，故自108年7月份起兩造就分居迄今。被告於109年2月18日曾打電話給伊，表示其人還在臺灣要和伊辦理離婚，但被告後來又反悔；被告返國之後，原告復於109年8月間於被告臉書中發現其已在泰國另結交女友。因被告會喝酒且與伊個性不和，吵架時會拿刀子，現又已返回泰國並表示不再回來臺灣且另結交女友，顯有惡意遺棄原告，因此請求法院判決離婚。,2,0,9
307,"TYDV,109,婚,183,20201204,1",原告主張：原告為臺灣地區人民，被告為大陸地區人民，雙方於民國92年結婚，於92年在臺灣辦理結婚登記，並約定居住于原告住所桃園市。婚後被告于92年來台與原告居住在前址共同生活，惟被告于95年返回大陸後即未再返台，不再與原告履行同居生活，經原告四處尋找及打電話聯繫均無響應，被告顯不履行夫妻同居之義務，且存心惡意遺棄原告，雙方顯已無法繼續維持婚姻，因此請求法院判決離婚。,1,5,3
308,"TYDV,109,婚,175,20200724,1",原告主張：雙方於民國86年結婚，不料被告竟自97年離家出走，經原告四處尋找，均未尋獲，被告顯有不履行同居義務，且存心惡意遺棄原告，不顧家庭生計，行蹤不明又債務纏身，被告對原告惡意遺棄之狀態持續中，因此請求法院判決離婚。,1,5,3
309,"TYDV,109,婚,173,20200727,1",原告主張：雙方於民國85年結婚，所育女兒2名皆已成年。被告婚後情緒控管欠佳，於90年起迄今曾因精神問題遭強制就醫數次，雙方同住期間被告動輒因心情不佳要求伊下跪、打巴掌，甚至強逼伊吞食老鼠藥，還在女兒面前揚言如伊不從便要讓女兒服藥或是下藥在食物裡；此外，被告沉迷網路簽賭，伊憐女兒年幼故百般隱忍，亦曾幫被告償還近新臺幣千萬元之賭債；直至女兒皆已成年因就學離家，伊無法再忍受被告，而于104年與被告分居，伊因恐遭被告騷擾，故不敢與被告來往，也不敢讓被告知道伊與女兒仍保持聯絡，否則被告會打、罵女兒，豈料被告于107年間竟因索取生活費未果而誣指伊竊盜、遺棄，因此請求法院判決離婚。,2,0,9
310,"TYDV,109,婚,171,20201116,1",原告主張：雙方於民國91年登記結婚，未料婚後相處不睦，半年後被告即離家，所在不明，原告四處遍尋不著，雙方互不往來、形同陌路，因此請求法院判決離婚。,2,0,9
311,"TYDV,109,婚,168,20200731,1",原告主張：被告為中華民國國民，被告則為印尼國籍人士，雙方于89年在印尼結婚，約訂婚後以原告臺灣之住所為共同住居所，並於89年在臺灣戶政機關辦妥結婚登記在案。婚後被告曾經入境來台，與原告在桃園市共居生活，並共同育有一名女兒，惟被告于93年1月，逕自離家返回印尼，原告曾于93年4、5月前往印尼找尋被告，被告卻避不見面，自此雙方未再共同生活，分居迄今逾16年，雙方感情基礎已不復存在，婚姻名存實亡，因此請求法院判決離婚。,2,0,9
312,"TYDV,109,婚,167,20200731,1",原告主張：被告原為印尼國籍人士，業于94年取得我國國籍，雙方於87年在印尼結婚，約訂婚後以原告臺灣之住所為共同住居所，並於88年在臺灣戶政機關辦妥結婚登記在案。婚後被告來台共同生活，因雙方個性不合，夫妻感情日益淡薄，于被告離家前雙方已同房不同床7、8年，被告曾于3年前提出離婚之要求，原告認為沒有離婚之必要而未同意，料，被告竟于107年逕自離家，原告報警協尋，嗣方知悉被告前往美國從事看護工作，迄今近2年未曾回台，亦未與原告聯繫，原告無從得知被告之確實下落，是雙方已形同陌路，雙方感情基礎已不復存在，因此請求法院判決離婚。,2,0,9
313,"TYDV,109,婚,153,20201120,1",原告主張：被告為大陸地區人民，雙方於民國95年結婚，並約訂婚後應于原告在台之住所共同生活，雙方於96年在臺灣辦理結婚登記，被告于96年6月6日入境臺灣與原告同居在前址，嗣於97年12月24日被告返回大陸後，即不再入境臺灣與原告履行同居生活，經原告四處尋找及打電話聯繫均無回應，被告顯系惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
314,"TYDV,109,婚,152,20201030,1",原告主張：被告為越南國人民，兩造於108年向我國辦理結婚登記，被告入境臺灣與原告共同生活。而被告甫至臺灣生活不久即表示想回越南，詎被告未經告知即離家出走返回越南，原告多次打電話予被告，被告不接電話也不回電，原告以通訊軟體LINE聯繫被告，被告亦不回覆。原告聽聞被告現於越南與另名男子在一起，且自被告之臉書中亦有張貼被告與他名男子拍攝之婚紗照。被告自108年3月6日離家返回越南後，無任何理由拒絕返臺履行同居義務，因此請求法院判決離婚。,2,0,9
315,"TYDV,109,婚,150,20201008,1",原告主張：被告為大陸地區人民，雙方於民國108年結婚，婚後被告于108年來台共同生活，惟被告于108年返回大陸後即未再返台。雙方婚後，每月給被告新臺幣（下同）2至3萬元生活費。被告來台後，每天都吵著回大陸，一下說是被告姐姐要自殺、出車禍、一下說弟弟被關要回去看弟弟，原告始購買機票讓被告回大陸，但被告回去後就來電要原告給4萬5千元始回台，原告未答應，後來又來電說被告不想再回台，要與原告離婚，雙方顯已無法繼續維持婚姻，因此請求法院判決離婚。,2,0,9
316,"TYDV,109,婚,15,20200417,1",原告主張：雙方于105年結婚，於106年辦理結婚登記，婚後約定以原告之住所為住所，被告並來台與原告生活，而與原告于桃園市租屋同住。被告婚後即時常不回家，106年10月16日原告為此事與被告爭吵，要求被告不能時常不回家，料，當晚被告即不告而別，經原告四處尋覓無著，撥打電話亦無回應，原告先至派出所報案，再依其告知至內政部移民署桃園市專勤隊請求協尋，迄今未有下文，是被告顯有惡意遺棄原告之情，因此請求法院判決離婚。,1,5,3
317,"TYDV,109,婚,142,20200605,1",原告主張：雙方於民國65年申請結婚，並完成登記，婚後育有三名子女甲、乙、戊、三人，現均已成年，渠一開始與被告之父、母及三名在學之弟弟同住，婚後第一天開始，被告母親就將全家家務交由原告負責，她則在一旁監督，且處處為難，原告曾多次與被告商量搬出去住，被告總是支吾其詞，早出晚歸，置之不理。原告因此離家出走好多次，但最終都被尋回，被告母親更是變本加厲、冷嘲熱諷，尖酸刻薄對待原告，被告則裝聾作啞繼續當他的孝子，原告完全沒有體會過夫妻間互相照顧、關愛及尊重。因被告一直都無固定收入，有錢也上繳其母，長期以來家計都是原告獨立承受。因此原告請求法院判決離婚。,2,0,9
318,"TYDV,109,婚,140,20200930,1",原告主張：被告為大陸地區人士，雙方于民國98年在大陸地區登記結婚，被告複于同年11月5日（原告誤為同年12月間，應予更正）來台與原告同住，並于同年12月8日於臺灣地區辦妥結婚登記。然被告來台後未久即不時以認識附近居住環境為由藉口外出，原告若稍加反對阻止或未順其意，被告即情緒反彈甚或屢與原告爭執而離家在外，拒不與原告聯繫之情況。因此請求法院判決離婚。被告婚後雖有與原告共同居住一段時日，惟之後被告毫未告知原告即逕自離境返回大陸，此後更未再曾與原告同住且毫無音訊，長期遺棄原告已逾8年，被告顯無正當理由而不盡同居義務，惡意遺棄原告于繼續中，益征被告毫無與原告繼續維持婚姻之意欲，因此請求法院判決離婚。,1,5,3
319,"TYDV,109,婚,14,20201123,1",原告主張：被告為大陸地區人民，兩造於民國92年在大陸地區登記結婚，並於93年在臺灣之辦理結婚登記完竣，被告婚後雖曾來台與原告同住生活，惟於107年8月4日離開台灣，雙方均未聯繫，被告音訊全無，因此請求法院判離婚。,1,5,3
320,"TYDV,109,婚,137,20210226,1",原告主張：被告為越南國人，雙方於民國107年結婚，婚後被告來台與原告共同居住于桃園市，其後被告于108年忽在通訊軟體line上說不需要男人，即出境離台，不願意回臺灣，自該時起，被告音訊全無，原告無從與被告聯繫，被告顯系惡意遺棄原告在繼續狀態中，且雙方間之婚姻已生無法回復之破綻，因此請求法院判決離婚。,2,0,9
321,"TYDV,109,婚,134,20200729,1",原告主張：雙方於民國92年在印尼國西爪哇省辦理結婚，雙方約定被告應至中華民國與伊共同生活，並以伊之住所為共同住所，嗣於次年4月30日至該管戶政機關辦妥結婚登記。然被告始終拒絕來台同居，幾經原告電話聯繫及請托友人赴印尼國找尋被告未果，雙方已形同陌路，因此請求法院判決准雙方離婚。,2,0,9
322,"TYDV,109,婚,133,20200729,1",原告主張：雙方于民國104年在泰國曼谷登記結婚，雙方約定被告應至中華民國共同生活，嗣於次年1月29日至該管戶政機關辦妥結婚登記。雙方婚姻初期尚屬和睦，未料被告于108年離家出境不歸，連系無著，被告對原告惡意遺棄之狀態持續中，因此請求法院判決准雙方離婚。,1,5,3
323,"TYDV,109,婚,131,20210730,1",原告主張：被告為越南國人民，兩造前於87年向我國辦理結婚登記，被告於87年入境臺灣與原告共同生活，嗣分別產下長女、次女。惟結婚10年後，被告於97年3月間離家不知去向，後知悉其已返回越南，原告一人擔負起照顧兩名幼女至其等成長。然兩造間長期分居，十多年來被告毫無音訊，因此請求法院判決離婚。,2,0,9
324,"TYDV,109,婚,13,20200501,1",原告主張：被告甲因朋友介紹而看照片相親，於民國107年至同年7月1日至越南與被告乙見面，介紹人開口就要新臺幣50萬元，當時被情況所逼於是答應。見面後去介紹人家中吃了當地水果即一直拉肚子，被告煮稀飯給原告吃並表示願意照顧原告，因此大為感動便同意結婚。雙方於107年8月20日第二次見面，即于越南安江省登記結婚。然被告尚在越南未與原告一同返回臺灣。於雙方登記結婚前，雙方均使用line通訊軟體相互聯繫，而被告均系簡單回復原告之訊息。為使被告能融入臺灣文化、在臺灣生活，在107年9月12日至同年月15日期間，被告及介紹人稱為便利入境臺灣自由行而應該讓被告有出國之紀錄，因此原告亦出資讓被告參與日本旅遊團遊玩，之後便又返回越南。107年10月24日至同年11月7日被告來臺灣自由行兩周，居住于原告家中，期間全由原告全家陪同遊玩，全部費用包括來回機票均由原告支出，兩周後被告返回越南。嗣被告向原告被告于108年前往越南、同年返回臺灣之機票，原告家人更是買了許多臺灣伴手禮塞滿被告行李箱，讓被告帶回越南。之後原告才收到訊息，表示不願繼續這段婚姻、決定不回臺灣。迄今被告即未與原告來往聯繫。因此請求法院判決離婚。,1,5,3
325,"TYDV,109,婚,127,20201016,2",原告主張：被告為越南國籍人士，兩造於107年在臺灣辦妥結婚登記，並於同年來台共同生活。詎被告於同年8月返回越南後，即不願返台，迄今未曾聯絡，因此請求法院判決離婚。,2,0,9
326,"TYDV,109,婚,124,20200624,1",原告主張：雙方於民國96年結婚，未育有共同婚生子女。被告甲曾分別於107年7月14日、107年11月13日、108年8月13日、108年毆打原告乙，造成原告頭部及身體多處成傷，亦有恐嚇原告及原告家人之情形，有驗傷證明單可證。108年8月29日談判離婚事宜，被告腦羞成怒竟將原告之皮包搶走，內有手機、身分證及健保卡和現金新臺幣（下同）2000元，被告並強迫原告簽名要原告之薪水及銀行存款均給被告。另外，在雙方桃園市與被告談離婚，被告憤而將原告拖行至陽臺處，說我們一起去死，並抓住原告欲將原告將8樓丟下，使原告心生畏懼，有錄音為證。雙方於108年9月5日令原告不能穿鞋子，開門載原告至中園路郵局附近，使被告光腳走路及淋雨，念一句叫原告寫一句逼迫原告簽不實字據，有該字據1份為證。另外，在雙方桃園市原告的兒子與兒子的兒子都找了自己理論，被告竟從廚房拿菜刀砍許晉晟，致許晉晟後腦縫了10幾針，有診斷證書可證，此事迫使原告在外租屋。之後，原告自107年開始對原告有上開多次家暴行為。由於被告長期瘋狂無理性地對原告及原告家人施暴，多次搶奪原告的物品，並常口說：「他一人要配我全家人的性命」，導致原告經常做惡夢，因此請求法院判決離婚。,2,0,9
327,"TYDV,109,婚,119,20201030,1",原告主張：雙方於民國85年結婚，雙方自認女兒出生後即未同居，被告在上海市娘家居住，原告在福建省工作，嗣原告于99年間返回臺灣就業，返台前與被告及其父母商談，被告未隨同來台定居，原告返台迄今約10年，被告均未主動聯繫，雙方婚姻關係已名存實亡，考慮所育二女均已成年，因此請求法院判決離婚。,2,0,9
328,"TYDV,109,婚,116,20200413,1",原告主張：雙方於民國105年結婚，被告自結婚後經常不回家，也時常無法聯繫被告，因此請求法院判決離婚。,2,0,9
329,"TYDV,109,婚,115,20200529,1",原告主張：被告為越南籍人民，原告並於107年在臺灣結婚登記，被告則來臺灣與原告共同生活。婚後夫妻感情初始融洽，詎被告於108年1月中取得居留證後就離家不知去向。雖被告曾經於居留證屆期時傳簡訊予伊，要求伊代為辦理延長居留期限，然被告離家故不履行夫妻同居義務，且行方不明，不顧家庭生計，從未返家，因此請求法院判決離婚。,1,5,3
330,"TYDV,109,婚,111,20200421,1",原告主張：雙方於民國98年結婚，並於100年共同收養未成年子女。被告自結婚後經常毆打原告，頻率高達每週2至3次，原告雖然顧及夫妻情誼屢次原諒被告，但終因頻率過高而無法忍受，遂於100年底攜未成年子女返回娘家，數日後，被告雖前來帶未成年子女回去，卻未要求原告一併返家。再一個月後，被告約原告去釣蝦場欲談和，原告原本有意藉此和好，不料被告當天酒後又再次毆打原告，原告至此心灰意冷，不再主動聯絡被告，迄今將近8年無聯絡。雙方分居期間毫無聯絡，本件婚姻關係已有名無實，已難以維持婚姻存續。因此請求法院判決離婚。,2,0,9
331,"TYDV,109,婚,106,20200410,1",原告主張：雙方於民國86年結婚，現婚姻關係存續中。被告于105年在自家五樓房間與訴外人游麗娟發生性行為，經原告抓奸在床，原告慮及子女尚年幼，選擇原諒，被告不知悔改，仍繼續與其他女性發生曖昧關係。被告經常誣指原告與他人有染，辱駡原告破麻、騷貨、高級應召女郎等不堪言語，並於108年穿著工作鞋踩傷赤腳之原告，于同年12月25日又砸壞原告新購置之筆記型電腦，原告實受有被告不堪同居之虐待。另外，被告因故意犯罪，經法院判處有期徒刑逾6個月確定，現入監執行中。為此，請求法院判決准雙方離婚。,1,10,8
332,"TYDV,109,婚,104,20200820,1",原告主張：被告為大陸地區人民，兩造於91年在台灣辦理結婚登記，約於10幾年前即離家，迄今均無聯絡，足見被告無繼續維持婚姻關係之意思，兩造婚姻實已名存實亡，因此請求法院判決離婚。,2,0,9
333,"TYDV,109,婚,10,20210125,1",原告主張：被告為泰國人，雙方於民國107年結婚，並於107年在臺灣登記結婚登記。婚後被告雖曾于107年來台與原告同住生活，惟旋即於108年離開臺灣，雙方迄今己逾一年半均未聯繫，被告音訊全無，顯系惡意遺棄原告至今仍在繼續狀態中，且雙方婚姻亦因之已生破綻而有難以維持之重大事由存在。因此原告請求法院判決離婚。,2,0,9
334,"TYDV,109,婚,1,20200511,1",原告主張：雙方於民國79年結婚，婚後育有兩名子女，均已成年，渠一開始共同居住在桃園龍潭，婚後兩年感情尚稱融洽，被告于第三年開始沾染賭博惡習，家中經濟都是靠原告一人支撐，被告屢勸不聽，原告因此帶著子女回高雄娘家居住，初被告還會來探望孩子，後來就毫無音訊，也沒有任何聯繫，迄今已經將近15年沒有見過被告，被告住在何處，工作為何都不清楚。雙方已經分居多年，婚姻關係有名無實，已難以維持婚姻之存續。因此請求法院判決離婚。,2,0,9
335,"TYDV,108,婚,99,20200630,1",原告主張：兩造於民國107年辦理結婚登記，婚後約定以桃園市為共同住所，被告並來臺與原告生活。被告於107年2月8日離臺後，即以通訊軟體微信告知，其不適應臺灣生活，無意返回臺灣，要原告辦理離婚，其後並陸續以微信要求原告盡快辦理離婚，原告為此曾訴請被告履行同居義務，經鈞院以107年裁定被告應與原告同居，惟被告仍向原告表明欲離婚，兩造婚姻已難維持。因此請求法院判決離婚。,2,0,9
336,"TYDV,108,婚,95,20190530,1",原告主張：雙方於民國67年結婚，育有一子一女，被告8年前小中風，原告為生計必須上班，且工作時間長達10至11小時，於2年多前，被告經常要求與原告發生性行為，倘原告拒絕，被告即生氣以三字經辱駡原告，或嚇原告如想離開被告，就要殺原告全家或其要自殺等語，並因妄想症無端指控原告在外面有男人，因被告時常在半夜吵鬧，原告不堪其擾無法休息，因而在105年7月某日起曾離開位於桃園市共同居所約10個月，嗣原告106年返家不到2個月，令原告無法入眠，不斷對原告辱駡、恐嚇、不實指控，雙方之子若袒護原告，被告就揚言要對原告及子女不利，原告因此至00與兒子同住，被告于107年大鬧要原告回家，原告拒絕後，被告竟持皮帶勒原告脖子，經原告報警處理，並聲請保護令在案，事後被告仍到原告上班場所恐嚇原告如不返家，要做出讓原告後悔的事，更不斷打電話威脅原告，令原告身心俱疲至醫院精神科就醫，因此請求法院判決離婚。,2,0,9
337,"TYDV,108,婚,83,20190912,2",原告主張：被告于84年間赴印尼迎娶被告並在印尼國辦理結婚登記，嗣被告于85年間抵達臺灣與原告同住，並完成結婚登記，雙方同住期間因兩人觀念及生活方式落差，多次發生爭執，于98年被告稱要返鄉探親，原告拿新臺幣20萬元交由被告給家人，沒想到被告一去不回，也無法取得聯繫。被告不告而別、避不見面，迄今拒絕出面及返家履行同居義務，顯然已經對此婚姻無繼續維持之意願，被告至今已離家三年有餘，已無複和之可能，因此請求法院判決離婚。,2,0,9
338,"TYDV,108,婚,79,20190723,1",原告主張：雙方於民國100年結婚，現婚姻關係仍存續中，然被告于106年離家後音訊全無，且不知被告之下落，雙方迄今近1年半未共同生活亦未聯絡，婚姻關係名存實亡，客觀上難期任何人倘處於同一境況仍能維持婚姻之希望，已生無法維持婚姻之重大事由，為此原告請求法院判決離婚。,2,0,9
339,"TYDV,108,婚,75,20190613,1",原告主張：雙方於民國94年結婚，現婚姻關係仍存續中，在雙方日常生活中，因經濟問題經常發生爭執，吵到不歡而散亦無法溝通，被告長期未給付生活費，讓原告一人負擔沉重，雙方感情始終無法改善。自106年某日，雙方協議分房睡，各過自己的生活，婚姻關係名存實亡，客觀上難期任何人倘處於同一境況仍能維持婚姻之希望，已生無法維持婚姻之重大事由，為此訴請法院判決離婚。,2,0,9
340,"TYDV,108,婚,74,20200619,1",原告主張：被告為越南國人，雙方於民國104年在越南國結婚，約定被告應至臺灣共同生活，並以原告之住所為共同住所。原告于105年5月6日在臺灣戶政機關辦妥結婚登記，被告則于105年5月20日來臺灣共同生活。婚後夫妻感情初尚融洽，不料被告于105年藉口其祖母病危返回本國後、於預定返台日在越南機場不告而別，即不再入境臺灣，經原告打電話與被告聯繫，被告一再拖延，之後即不回應。被告顯有不履行夫妻同居之義務，且存心惡意遺棄原告，雙方婚姻已有難以維持之重大事由，因此請求法院判決離婚。,1,5,3
341,"TYDV,108,婚,7,20190715,1",原告主張：被告為越南國人民，兩造於105年向我國辦理結婚登記，被告則於105年8月4日入境臺灣與原告共同生活。詎被告於106年7月17日以母親生病、返家探望為由出境返回越南後，即不再入境臺灣，經原告四處尋找，打電話與被告聯繫均無回應，原告亦曾聯絡被告在臺灣姊姊，據其姊表示被告不想回來等情，被告顯有不履行夫妻同居之義務，且存心惡意遺棄原告，因此請求法院判決離婚。,1,5,3
342,"TYDV,108,婚,665,20200529,1",原告主張：雙方于民國86年在泰國辦理結婚，雙方約定被告應至中華民國共同生活，嗣于同年11月7日至該管戶政機關辦妥結婚登記。雙方婚姻初期尚屬和睦，未料被告自96年間離境，自此杳無音訊，迄今出境未歸，被告對原告惡意遺棄之狀態持續中，因此請求法院判決准雙方離婚。,1,5,3
343,"TYDV,108,婚,664,20200529,1",原告主張：被告為大陸地區廣東省人民，雙方於民國92年在大陸地區公證結婚，並于同年7月22日在臺灣地區申辦結婚登記。雙方婚後最初約定在臺灣地區共同生活，但被告于97年返回大陸地區，此後音訊全無，迄今出境未歸。因此請求法院判決離婚。,1,5,3
344,"TYDV,108,婚,663,20200724,1",原告主張：被告為泰國籍人，雙方於民國90年結婚，同年為結婚登記。婚後被告來台，共同居住於桃園，之後於人90年返回泰國，原告自此再也無法聯絡上被告，被告顯系惡意遺棄原告在繼續狀態中，雙方婚姻已有名無實，客觀上已構成難以維持婚姻之重大事由。因此原告請求法院判決離婚。,2,0,9
345,"TYDV,108,婚,657,20201231,1",原告主張：被告為大陸地區人民，兩造於民國92年7月15日在臺灣辦理結婚登記完畢，被告婚後雖曾短暫來台與原告同住生活，惟不久即離開台灣，雙方迄今有十餘年期間均未聯繫，被告音訊全無，顯係惡意遺棄原告至今仍在繼續狀態中，且兩造婚姻亦因之有難以維持之重大事由存在。因此請求法院判決離婚。,1,5,3
346,"TYDV,108,婚,656,20200630,1",原告主張：兩造於民國91年辦理結婚登記，約定婚後以原告位於桃園市之住所為住所。詎被告於隔年5月間，藉口回鄉探望父母而離臺，迄未入境，自此音訊全無，未與原告共營婚姻生活，而有違背同居義務，惡意遺棄原告之情，且兩造已無夫妻之實，亦無夫妻感情，婚姻無法繼續維持。因此請求法院判決離婚。,1,5,3
347,"TYDV,108,婚,654,20200214,1",原告主張：雙方於民國58年間結婚，育有三名子女（均已成年），被告于3年前曾帶女性友人返家，為家人發現後，即離家對原告不聞不問，未盡其身為丈夫之責任，迄今未歸，被告顯為惡意遺棄原告，且在繼續狀態中，又雙方間已生婚姻之破綻，有無法繼續維持婚姻之重大事由，為此原告請求法院判決離婚。,1,5,3
348,"TYDV,108,婚,649,20200217,1",原告主張：被告為越南國人，雙方於民國94年在越南國結婚，並於94年在臺灣登記，被告于95年入境臺灣共同生活。惟被告于97年、98年間即無故離家，近來被告還是會趁我不在家時返回住處拿取物品，拿完東西後就離開，電話也頻繁更換，目前不清楚被告去向，因此請求法院判決離婚。,1,5,3
349,"TYDV,108,婚,644,20200630,1",原告主張：兩造於民國96年辦理結婚登記，約定婚後以原告位於桃園市之住所為住所，然原告會前往大陸地區與被告租屋同住，被告也會不定時來臺與原告共同生活。104年被告來臺並出境後，即稱沒時間，也不想來臺生活，大陸生活較好，而不願來臺，其後未再入境，甚且進一步封鎖原告，致兩造逾3年未有聯絡，因此請求法院判決離婚。,1,5,3
350,"TYDV,108,婚,639,20200520,1",原告主張：被告為大陸地區人民，雙方於西元2009年在大陸地區公證結婚，並於民國98年在臺灣地區申辦結婚登記。雙方婚後最初約定在臺灣地區共同生活，但被告于100年間返回大陸地區，寄給原告離婚協議書，原告寫好後寄回，此後音訊全無，因此請求法院判決准雙方離婚。,1,5,3
351,"TYDV,108,婚,637,20200731,1",原告主張：兩造於民國80年在臺灣結婚登記，被告旋返回日本，兩造長期處於分隔異地之婚姻關係，原告為維持婚姻和諧，積極與被告聯繫，但兩人聚少離多，對方他互相不信任，且被告此後未入境臺灣與原告共同生活長達28年，顯見被告之行為有違夫妻互信互賴之義務，並導致兩造感情冷漠，無法和諧，因此請求法院判決離婚。,1,5,3
352,"TYDV,108,婚,63,20190808,1",原告主張：雙方於民國91年間在大陸地區登記結婚，約定被告應至臺灣共同生活，並以原告之住所為共同住所。被告于92年來臺灣與原告共同生活，不料被告于92年返回大陸地區後不再入境臺灣，顯有不履行夫妻同居之義務，且存心惡意遺棄原告，因此請求法院判決離婚。,1,5,3
353,"TYDV,108,婚,628,20200424,1",原告主張：雙方於民國100年登記結婚，婚後夫妻感情一般，惟被告因工作關係女性友人不間斷，經雙方多次溝通協調仍無法改善，感情逐漸不睦。一開始伊與被告同住在桃園市平鎮區大約六、七年，被告當時就很少在家，後來在龍岡租屋居住半年後就搬到西園路的住處，被告住了一個月後就說上班塞車，就搬到民富九街的公司宿舍，後來西園路租屋也退租了。但是被告已經知道自己已經是住在宿舍，因此請求法院判決離婚。,2,0,9
354,"TYDV,108,婚,625,20200703,1",原告主張：被告為印尼國人，雙方於民國97年在印尼國結婚，約定被告應至臺灣共同生活，並以原告之住所為共同住所。原告于97年7月1日在臺灣戶政機關辦妥結婚登記，被告則于97年7月30日來臺灣共同生活。婚後夫妻感情初尚融洽，不料被告于97年12月27日為辦理變更居留證返回本國後、竟不願回台，因此請求法院判決離婚。,1,5,3
355,"TYDV,108,婚,619,20201230,1",原告主張：被告于民國94年在柬埔寨結婚，雙方約定被告婚後來臺灣與原告同住在原告住所，熟識被告辦理面談過程不順利，始終無法通過面談，之後介紹人及被告均失聯，被告終未入境臺灣。因此請求法院判決離婚。,2,0,9
356,"TYDV,108,婚,617,20210430,1",原告主張：兩造於107年在臺灣辦妥結婚登記，與伊同住在桃園市。於108年2月2日除夕夜，被告向伊表示欲外出尋友，並要伊於晚間8時去接被告返家，伊於晚間8時許致電被告，未獲接聽，經詢問被告友人，被告友人表示當晚並未見過被告，方知被告已於108年2月4日出境。被告自108年2月4日離家迄今已2年餘，期間音訊全無，伊曾透過通訊軟體LINE傳送訊息予被告，亦遭不讀不回。因此請求法院判決離婚。,1,5,3
357,"TYDV,108,婚,615,20200708,1",原告主張：兩造於民國103年在臺灣辦理結婚登記，被告婚後來臺與原告共同生活，嗣兩造因經濟問題起爭執，被告即於108年5月10日離家返回泰國，迄今未再與原告聯絡，顯係惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
358,"TYDV,108,婚,612,20191225,1",原告主張：雙方於民國105年結婚，但被告因故意犯罪，經判刑逾6個月確定，因此請求法院判決離婚。,1,10,8
359,"TYDV,108,婚,609,20201230,1",原告主張：被告為瑞典國人，雙方於民國105年在臺灣結婚，約定與原告共同生活，並以原告之住所為共同住所。雙方於同日在臺灣戶政機關辦妥結婚登記。不料雙方婚後，因個性不合，發生許多爭吵，因此決定離婚。被告于107年出境返回本國後，即不再回台，被告並于108年於瑞典提出離婚訴訟，雙方婚姻有重大事由難以維持，因此請求法院判決離婚。,2,0,9
360,"TYDV,108,婚,603,20200529,1",原告主張：原告于民國94年與被告在大陸地區登記結婚，雙方約定被告應至臺灣共同生活，並以原告之住所為共同住所，嗣經財團法人海峽交流基金會認證後，原告並于94年在臺灣登記結婚，並以原告之住所為共同住所，嗣經財團法人海峽交流基金會認證後，原告並于94年在臺灣登記結婚，並於94年在臺灣登記結婚，被告則于94年10月17日（原告誤為94年10月19日，應予更正）入境臺灣與原告同居生活。婚後雙方關係相處不睦，時常吵架，不料，被告于95年將東西搬走返回大陸地區後，不再入境臺灣，原告曾經至大陸地區尋找被告2次，但被告表示不願意返回臺灣，此後即更換手機號碼而無法聯絡，雙方分居至今已10多年，因此請求法院判決離婚。,1,5,3
361,"TYDV,108,婚,6,20190315,1",原告主張：雙方於民國75年結婚，婚後並育有2名子女甲、辛、乙。雙方婚姻關係存續期間原告曾受被告酒後家暴，且被告自結婚後迄今對原告及子女未盡扶養照顧義務。雙方系身障人士，尚須撫養自己及2名子女，長年都是靠親友接濟或向銀行借款，且四處向親友借款已近數佰萬元。被告至今仍住在原告父母遺留下之房屋內，然家中開銷（水電、瓦斯等）還要原告與同為身障之女兒一起負擔，其卻只會在外與朋友喝酒作樂。因此請求法院判決離婚。,2,0,9
362,"TYDV,108,婚,596,20200529,2",原告主張：兩造於民國108年在臺灣結婚登記，與原告同住在桃園市，同月13日被告即告知原告因母親身體不適，希望返回越南探親，並協助母親辦理車禍保險理賠；原告遂協助訂機票，讓被告於同月22日搭機返回越南探親，惟被告離台後，未依約於同年7月1日返台，且不與原告聯繫，原告無從知悉被告之行蹤，因此請求法院判決離婚。,2,0,9
363,"TYDV,108,婚,591,20200515,1",原告主張：被告為大陸地區人民，兩造於92年在臺灣辦理結婚登記，詎被告於98年間返回大陸地區探視之後，即未再返臺，兩造自此無聯絡，婚姻實已名存實亡，因此請求法院判決離婚。,2,0,9
364,"TYDV,108,婚,589,20200630,1",原告主張：兩造於民國96辦理結婚登記，約定婚後以原告位於桃園市之住所為住所，被告並來臺與原告共同生活。98年間被告家人來電稱有急事，要被告回去，詎被告返回娘家後即，即未再返回，且失去聯絡，不知去向，顯有不履行夫妻同居義務，惡意遺棄原告之情，因此請求法院判決離婚。,1,5,3
